Start;Ende;Verbrauch (kWh) - Gesamtverbrauch;Zählerstand (kWh) - Gesamtverbrauch
 17.07.2023 00:15:00; 17.07.2023 00:30:00;0,051;24555,125
 17.07.2023 00:30:00; 17.07.2023 00:45:00;0,069;24555,194
 17.07.2023 00:45:00; 17.07.2023 01:00:00;0,054;24555,248
 17.07.2023 01:00:00; 17.07.2023 01:15:00;0,078;24555,326
 17.07.2023 01:15:00; 17.07.2023 01:30:00;0,058;24555,384
 17.07.2023 01:30:00; 17.07.2023 01:45:00;0,066;24555,45
 17.07.2023 01:45:00; 17.07.2023 02:00:00;0,07;24555,52
 17.07.2023 02:00:00; 17.07.2023 02:15:00;0,1;24555,62
 17.07.2023 02:15:00; 17.07.2023 02:30:00;0,092;24555,712
 17.07.2023 02:30:00; 17.07.2023 02:45:00;0,079;24555,791
 17.07.2023 02:45:00; 17.07.2023 03:00:00;0,059;24555,85
 17.07.2023 03:00:00; 17.07.2023 03:15:00;0,073;24555,923
 17.07.2023 03:15:00; 17.07.2023 03:30:00;0,088;24556,011
 17.07.2023 03:30:00; 17.07.2023 03:45:00;0,059;24556,07
 17.07.2023 03:45:00; 17.07.2023 04:00:00;0,063;24556,133
 17.07.2023 04:00:00; 17.07.2023 04:15:00;0,058;24556,191
 17.07.2023 04:15:00; 17.07.2023 04:30:00;0,089;24556,28
 17.07.2023 04:30:00; 17.07.2023 04:45:00;0,059;24556,339
 17.07.2023 04:45:00; 17.07.2023 05:00:00;0,064;24556,403
 17.07.2023 05:00:00; 17.07.2023 05:15:00;0,056;24556,459
 17.07.2023 05:15:00; 17.07.2023 05:30:00;0,074;24556,533
 17.07.2023 05:30:00; 17.07.2023 05:45:00;0,059;24556,592
 17.07.2023 05:45:00; 17.07.2023 06:00:00;0,037;24556,629
 17.07.2023 06:00:00; 17.07.2023 06:15:00;0,027;24556,656
 17.07.2023 06:15:00; 17.07.2023 06:30:00;0,01;24556,666
 17.07.2023 06:30:00; 17.07.2023 06:45:00;0,004;24556,67
 17.07.2023 06:45:00; 17.07.2023 07:00:00;0,002;24556,672
 17.07.2023 07:00:00; 17.07.2023 07:15:00;0,01;24556,682
 17.07.2023 07:15:00; 17.07.2023 07:30:00;0,059;24556,741
 17.07.2023 07:30:00; 17.07.2023 07:45:00;0,002;24556,743
 17.07.2023 07:45:00; 17.07.2023 08:00:00;0,07;24556,813
 17.07.2023 08:00:00; 17.07.2023 08:15:00;0,001;24556,814
 17.07.2023 08:15:00; 17.07.2023 08:30:00;0;24556,814
 17.07.2023 08:30:00; 17.07.2023 08:45:00;0;24556,814
 17.07.2023 08:45:00; 17.07.2023 09:00:00;0;24556,814
 17.07.2023 09:00:00; 17.07.2023 09:15:00;0;24556,814
 17.07.2023 09:15:00; 17.07.2023 09:30:00;0;24556,814
 17.07.2023 09:30:00; 17.07.2023 09:45:00;0;24556,814
 17.07.2023 09:45:00; 17.07.2023 10:00:00;0;24556,814
 17.07.2023 10:00:00; 17.07.2023 10:15:00;0;24556,814
 17.07.2023 10:15:00; 17.07.2023 10:30:00;0;24556,814
 17.07.2023 10:30:00; 17.07.2023 10:45:00;0;24556,814
 17.07.2023 10:45:00; 17.07.2023 11:00:00;0;24556,814
 17.07.2023 11:00:00; 17.07.2023 11:15:00;0;24556,814
 17.07.2023 11:15:00; 17.07.2023 11:30:00;0,003;24556,817
 17.07.2023 11:30:00; 17.07.2023 11:45:00;0;24556,817
 17.07.2023 11:45:00; 17.07.2023 12:00:00;0,014;24556,831
 17.07.2023 12:00:00; 17.07.2023 12:15:00;0,001;24556,832
 17.07.2023 12:15:00; 17.07.2023 12:30:00;0;24556,832
 17.07.2023 12:30:00; 17.07.2023 12:45:00;0;24556,832
 17.07.2023 12:45:00; 17.07.2023 13:00:00;0;24556,832
 17.07.2023 13:00:00; 17.07.2023 13:15:00;0;24556,832
 17.07.2023 13:15:00; 17.07.2023 13:30:00;0;24556,832
 17.07.2023 13:30:00; 17.07.2023 13:45:00;0;24556,832
 17.07.2023 13:45:00; 17.07.2023 14:00:00;0,002;24556,834
 17.07.2023 14:00:00; 17.07.2023 14:15:00;0,14;24556,974
 17.07.2023 14:15:00; 17.07.2023 14:30:00;0,1;24557,074
 17.07.2023 14:30:00; 17.07.2023 14:45:00;0,005;24557,079
 17.07.2023 14:45:00; 17.07.2023 15:00:00;0,001;24557,08
 17.07.2023 15:00:00; 17.07.2023 15:15:00;0;24557,08
 17.07.2023 15:15:00; 17.07.2023 15:30:00;0,003;24557,083
 17.07.2023 15:30:00; 17.07.2023 15:45:00;0;24557,083
 17.07.2023 15:45:00; 17.07.2023 16:00:00;0,031;24557,114
 17.07.2023 16:00:00; 17.07.2023 16:15:00;0;24557,114
 17.07.2023 16:15:00; 17.07.2023 16:30:00;0,012;24557,126
 17.07.2023 16:30:00; 17.07.2023 16:45:00;0,009;24557,135
 17.07.2023 16:45:00; 17.07.2023 17:00:00;0,005;24557,14
 17.07.2023 17:00:00; 17.07.2023 17:15:00;0;24557,14
 17.07.2023 17:15:00; 17.07.2023 17:30:00;0;24557,14
 17.07.2023 17:30:00; 17.07.2023 17:45:00;0;24557,14
 17.07.2023 17:45:00; 17.07.2023 18:00:00;0;24557,14
 17.07.2023 18:00:00; 17.07.2023 18:15:00;0;24557,14
 17.07.2023 18:15:00; 17.07.2023 18:30:00;0,084;24557,224
 17.07.2023 18:30:00; 17.07.2023 18:45:00;0;24557,224
 17.07.2023 18:45:00; 17.07.2023 19:00:00;0;24557,224
 17.07.2023 19:00:00; 17.07.2023 19:15:00;0;24557,224
 17.07.2023 19:15:00; 17.07.2023 19:30:00;0,001;24557,225
 17.07.2023 19:30:00; 17.07.2023 19:45:00;0;24557,225
 17.07.2023 19:45:00; 17.07.2023 20:00:00;0,004;24557,229
 17.07.2023 20:00:00; 17.07.2023 20:15:00;0,01;24557,239
 17.07.2023 20:15:00; 17.07.2023 20:30:00;0,071;24557,31
 17.07.2023 20:30:00; 17.07.2023 20:45:00;0,064;24557,374
 17.07.2023 20:45:00; 17.07.2023 21:00:00;0,088;24557,462
 17.07.2023 21:00:00; 17.07.2023 21:15:00;0,417;24557,879
 17.07.2023 21:15:00; 17.07.2023 21:30:00;0,323;24558,202
 17.07.2023 21:30:00; 17.07.2023 21:45:00;0,093;24558,295
 17.07.2023 21:45:00; 17.07.2023 22:00:00;0,103;24558,398
 17.07.2023 22:00:00; 17.07.2023 22:15:00;0,079;24558,477
 17.07.2023 22:15:00; 17.07.2023 22:30:00;0,086;24558,563
 17.07.2023 22:30:00; 17.07.2023 22:45:00;0,083;24558,646
 17.07.2023 22:45:00; 17.07.2023 23:00:00;0,092;24558,738
 17.07.2023 23:00:00; 17.07.2023 23:15:00;0,082;24558,82
 17.07.2023 23:15:00; 17.07.2023 23:30:00;0,061;24558,881
 17.07.2023 23:30:00; 17.07.2023 23:45:00;0,065;24558,946
 17.07.2023 23:45:00; 18.07.2023 00:00:00;0,058;24559,004
 18.07.2023 00:00:00; 18.07.2023 00:15:00;0,083;24559,087
 18.07.2023 00:15:00; 18.07.2023 00:30:00;0,064;24559,151
 18.07.2023 00:30:00; 18.07.2023 00:45:00;0,069;24559,22
 18.07.2023 00:45:00; 18.07.2023 01:00:00;0,057;24559,277
 18.07.2023 01:00:00; 18.07.2023 01:15:00;0,098;24559,375
 18.07.2023 01:15:00; 18.07.2023 01:30:00;0,077;24559,452
 18.07.2023 01:30:00; 18.07.2023 01:45:00;0,063;24559,515
 18.07.2023 01:45:00; 18.07.2023 02:00:00;0,059;24559,574
 18.07.2023 02:00:00; 18.07.2023 02:15:00;0,069;24559,643
 18.07.2023 02:15:00; 18.07.2023 02:30:00;0,082;24559,725
 18.07.2023 02:30:00; 18.07.2023 02:45:00;0,059;24559,784
 18.07.2023 02:45:00; 18.07.2023 03:00:00;0,066;24559,85
 18.07.2023 03:00:00; 18.07.2023 03:15:00;0,056;24559,906
 18.07.2023 03:15:00; 18.07.2023 03:30:00;0,088;24559,994
 18.07.2023 03:30:00; 18.07.2023 03:45:00;0,069;24560,063
 18.07.2023 03:45:00; 18.07.2023 04:00:00;0,06;24560,123
 18.07.2023 04:00:00; 18.07.2023 04:15:00;0,058;24560,181
 18.07.2023 04:15:00; 18.07.2023 04:30:00;0,072;24560,253
 18.07.2023 04:30:00; 18.07.2023 04:45:00;0,072;24560,325
 18.07.2023 04:45:00; 18.07.2023 05:00:00;0,061;24560,386
 18.07.2023 05:00:00; 18.07.2023 05:15:00;0,063;24560,449
 18.07.2023 05:15:00; 18.07.2023 05:30:00;0,053;24560,502
 18.07.2023 05:30:00; 18.07.2023 05:45:00;0,067;24560,569
 18.07.2023 05:45:00; 18.07.2023 06:00:00;0,038;24560,607
 18.07.2023 06:00:00; 18.07.2023 06:15:00;0,029;24560,636
 18.07.2023 06:15:00; 18.07.2023 06:30:00;0,003;24560,639
 18.07.2023 06:30:00; 18.07.2023 06:45:00;0,009;24560,648
 18.07.2023 06:45:00; 18.07.2023 07:00:00;0;24560,648
 18.07.2023 07:00:00; 18.07.2023 07:15:00;0;24560,648
 18.07.2023 07:15:00; 18.07.2023 07:30:00;0;24560,648
 18.07.2023 07:30:00; 18.07.2023 07:45:00;0,004;24560,652
 18.07.2023 07:45:00; 18.07.2023 08:00:00;0;24560,652
 18.07.2023 08:00:00; 18.07.2023 08:15:00;0;24560,652
 18.07.2023 08:15:00; 18.07.2023 08:30:00;0;24560,652
 18.07.2023 08:30:00; 18.07.2023 08:45:00;0;24560,652
 18.07.2023 08:45:00; 18.07.2023 09:00:00;0;24560,652
 18.07.2023 09:00:00; 18.07.2023 09:15:00;0;24560,652
 18.07.2023 09:15:00; 18.07.2023 09:30:00;0;24560,652
 18.07.2023 09:30:00; 18.07.2023 09:45:00;0,001;24560,653
 18.07.2023 09:45:00; 18.07.2023 10:00:00;0;24560,653
 18.07.2023 10:00:00; 18.07.2023 10:15:00;0;24560,653
 18.07.2023 10:15:00; 18.07.2023 10:30:00;0;24560,653
 18.07.2023 10:30:00; 18.07.2023 10:45:00;0;24560,653
 18.07.2023 10:45:00; 18.07.2023 11:00:00;0;24560,653
 18.07.2023 11:00:00; 18.07.2023 11:15:00;0;24560,653
 18.07.2023 11:15:00; 18.07.2023 11:30:00;0;24560,653
 18.07.2023 11:30:00; 18.07.2023 11:45:00;0,006;24560,659
 18.07.2023 11:45:00; 18.07.2023 12:00:00;0;24560,659
 18.07.2023 12:00:00; 18.07.2023 12:15:00;0;24560,659
 18.07.2023 12:15:00; 18.07.2023 12:30:00;0;24560,659
 18.07.2023 12:30:00; 18.07.2023 12:45:00;0;24560,659
 18.07.2023 12:45:00; 18.07.2023 13:00:00;0;24560,659
 18.07.2023 13:00:00; 18.07.2023 13:15:00;0;24560,659
 18.07.2023 13:15:00; 18.07.2023 13:30:00;0,065;24560,724
 18.07.2023 13:30:00; 18.07.2023 13:45:00;0,014;24560,738
 18.07.2023 13:45:00; 18.07.2023 14:00:00;0,029;24560,767
 18.07.2023 14:00:00; 18.07.2023 14:15:00;0,095;24560,862
 18.07.2023 14:15:00; 18.07.2023 14:30:00;0,062;24560,924
 18.07.2023 14:30:00; 18.07.2023 14:45:00;0,065;24560,989
 18.07.2023 14:45:00; 18.07.2023 15:00:00;0,012;24561,001
 18.07.2023 15:00:00; 18.07.2023 15:15:00;0;24561,001
 18.07.2023 15:15:00; 18.07.2023 15:30:00;0;24561,001
 18.07.2023 15:30:00; 18.07.2023 15:45:00;0;24561,001
 18.07.2023 15:45:00; 18.07.2023 16:00:00;0,146;24561,147
 18.07.2023 16:00:00; 18.07.2023 16:15:00;0,025;24561,172
 18.07.2023 16:15:00; 18.07.2023 16:30:00;0;24561,172
 18.07.2023 16:30:00; 18.07.2023 16:45:00;0;24561,172
 18.07.2023 16:45:00; 18.07.2023 17:00:00;0,092;24561,264
 18.07.2023 17:00:00; 18.07.2023 17:15:00;0,055;24561,319
 18.07.2023 17:15:00; 18.07.2023 17:30:00;0,229;24561,548
 18.07.2023 17:30:00; 18.07.2023 17:45:00;0,194;24561,742
 18.07.2023 17:45:00; 18.07.2023 18:00:00;0,733;24562,475
 18.07.2023 18:00:00; 18.07.2023 18:15:00;0,766;24563,241
 18.07.2023 18:15:00; 18.07.2023 18:30:00;0,806;24564,047
 18.07.2023 18:30:00; 18.07.2023 18:45:00;0,854;24564,901
 18.07.2023 18:45:00; 18.07.2023 19:00:00;0,354;24565,255
 18.07.2023 19:00:00; 18.07.2023 19:15:00;0,01;24565,265
 18.07.2023 19:15:00; 18.07.2023 19:30:00;0,027;24565,292
 18.07.2023 19:30:00; 18.07.2023 19:45:00;0,033;24565,325
 18.07.2023 19:45:00; 18.07.2023 20:00:00;0,068;24565,393
 18.07.2023 20:00:00; 18.07.2023 20:15:00;0,061;24565,454
 18.07.2023 20:15:00; 18.07.2023 20:30:00;0,07;24565,524
 18.07.2023 20:30:00; 18.07.2023 20:45:00;0,067;24565,591
 18.07.2023 20:45:00; 18.07.2023 21:00:00;0,088;24565,679
 18.07.2023 21:00:00; 18.07.2023 21:15:00;0,089;24565,768
 18.07.2023 21:15:00; 18.07.2023 21:30:00;0,079;24565,847
 18.07.2023 21:30:00; 18.07.2023 21:45:00;0,075;24565,922
 18.07.2023 21:45:00; 18.07.2023 22:00:00;0,153;24566,075
 18.07.2023 22:00:00; 18.07.2023 22:15:00;0,167;24566,242
 18.07.2023 22:15:00; 18.07.2023 22:30:00;0,158;24566,4
 18.07.2023 22:30:00; 18.07.2023 22:45:00;0,145;24566,545
 18.07.2023 22:45:00; 18.07.2023 23:00:00;0,148;24566,693
 18.07.2023 23:00:00; 18.07.2023 23:15:00;0,145;24566,838
 18.07.2023 23:15:00; 18.07.2023 23:30:00;0,075;24566,913
 18.07.2023 23:30:00; 18.07.2023 23:45:00;0,066;24566,979
 18.07.2023 23:45:00; 19.07.2023 00:00:00;0,058;24567,037
 19.07.2023 00:00:00; 19.07.2023 00:15:00;0,067;24567,104
 19.07.2023 00:15:00; 19.07.2023 00:30:00;0,073;24567,177
 19.07.2023 00:30:00; 19.07.2023 00:45:00;0,068;24567,245
 19.07.2023 00:45:00; 19.07.2023 01:00:00;0,049;24567,294
 19.07.2023 01:00:00; 19.07.2023 01:15:00;0,058;24567,352
 19.07.2023 01:15:00; 19.07.2023 01:30:00;0,065;24567,417
 19.07.2023 01:30:00; 19.07.2023 01:45:00;0,08;24567,497
 19.07.2023 01:45:00; 19.07.2023 02:00:00;0,059;24567,556
 19.07.2023 02:00:00; 19.07.2023 02:15:00;0,057;24567,613
 19.07.2023 02:15:00; 19.07.2023 02:30:00;0,06;24567,673
 19.07.2023 02:30:00; 19.07.2023 02:45:00;0,08;24567,753
 19.07.2023 02:45:00; 19.07.2023 03:00:00;0,053;24567,806
 19.07.2023 03:00:00; 19.07.2023 03:15:00;0,065;24567,871
 19.07.2023 03:15:00; 19.07.2023 03:30:00;0,054;24567,925
 19.07.2023 03:30:00; 19.07.2023 03:45:00;0,084;24568,009
 19.07.2023 03:45:00; 19.07.2023 04:00:00;0,062;24568,071
 19.07.2023 04:00:00; 19.07.2023 04:15:00;0,057;24568,128
 19.07.2023 04:15:00; 19.07.2023 04:30:00;0,053;24568,181
 19.07.2023 04:30:00; 19.07.2023 04:45:00;0,074;24568,255
 19.07.2023 04:45:00; 19.07.2023 05:00:00;0,064;24568,319
 19.07.2023 05:00:00; 19.07.2023 05:15:00;0,06;24568,379
 19.07.2023 05:15:00; 19.07.2023 05:30:00;0,049;24568,428
 19.07.2023 05:30:00; 19.07.2023 05:45:00;0,051;24568,479
 19.07.2023 05:45:00; 19.07.2023 06:00:00;0,057;24568,536
 19.07.2023 06:00:00; 19.07.2023 06:15:00;0,017;24568,553
 19.07.2023 06:15:00; 19.07.2023 06:30:00;0;24568,553
 19.07.2023 06:30:00; 19.07.2023 06:45:00;0;24568,553
 19.07.2023 06:45:00; 19.07.2023 07:00:00;0;24568,553
 19.07.2023 07:00:00; 19.07.2023 07:15:00;0,001;24568,554
 19.07.2023 07:15:00; 19.07.2023 07:30:00;0;24568,554
 19.07.2023 07:30:00; 19.07.2023 07:45:00;0;24568,554
 19.07.2023 07:45:00; 19.07.2023 08:00:00;0,003;24568,557
 19.07.2023 08:00:00; 19.07.2023 08:15:00;0;24568,557
 19.07.2023 08:15:00; 19.07.2023 08:30:00;0,01;24568,567
 19.07.2023 08:30:00; 19.07.2023 08:45:00;0,089;24568,656
 19.07.2023 08:45:00; 19.07.2023 09:00:00;0,02;24568,676
 19.07.2023 09:00:00; 19.07.2023 09:15:00;0;24568,676
 19.07.2023 09:15:00; 19.07.2023 09:30:00;0,001;24568,677
 19.07.2023 09:30:00; 19.07.2023 09:45:00;0;24568,677
 19.07.2023 09:45:00; 19.07.2023 10:00:00;0;24568,677
 19.07.2023 10:00:00; 19.07.2023 10:15:00;0;24568,677
 19.07.2023 10:15:00; 19.07.2023 10:30:00;0;24568,677
 19.07.2023 10:30:00; 19.07.2023 10:45:00;0;24568,677
 19.07.2023 10:45:00; 19.07.2023 11:00:00;0,003;24568,68
 19.07.2023 11:00:00; 19.07.2023 11:15:00;0,12;24568,8
 19.07.2023 11:15:00; 19.07.2023 11:30:00;0,007;24568,807
 19.07.2023 11:30:00; 19.07.2023 11:45:00;0,167;24568,974
 19.07.2023 11:45:00; 19.07.2023 12:00:00;0,304;24569,278
 19.07.2023 12:00:00; 19.07.2023 12:15:00;0,029;24569,307
 19.07.2023 12:15:00; 19.07.2023 12:30:00;0,004;24569,311
 19.07.2023 12:30:00; 19.07.2023 12:45:00;0,005;24569,316
 19.07.2023 12:45:00; 19.07.2023 13:00:00;0;24569,316
 19.07.2023 13:00:00; 19.07.2023 13:15:00;0,007;24569,323
 19.07.2023 13:15:00; 19.07.2023 13:30:00;0,013;24569,336
 19.07.2023 13:30:00; 19.07.2023 13:45:00;0,003;24569,339
 19.07.2023 13:45:00; 19.07.2023 14:00:00;0;24569,339
 19.07.2023 14:00:00; 19.07.2023 14:15:00;0;24569,339
 19.07.2023 14:15:00; 19.07.2023 14:30:00;0,001;24569,34
 19.07.2023 14:30:00; 19.07.2023 14:45:00;0,026;24569,366
 19.07.2023 14:45:00; 19.07.2023 15:00:00;0,009;24569,375
 19.07.2023 15:00:00; 19.07.2023 15:15:00;0,035;24569,41
 19.07.2023 15:15:00; 19.07.2023 15:30:00;0;24569,41
 19.07.2023 15:30:00; 19.07.2023 15:45:00;0,009;24569,419
 19.07.2023 15:45:00; 19.07.2023 16:00:00;0;24569,419
 19.07.2023 16:00:00; 19.07.2023 16:15:00;0;24569,419
 19.07.2023 16:15:00; 19.07.2023 16:30:00;0;24569,419
 19.07.2023 16:30:00; 19.07.2023 16:45:00;0;24569,419
 19.07.2023 16:45:00; 19.07.2023 17:00:00;0,003;24569,422
 19.07.2023 17:00:00; 19.07.2023 17:15:00;0;24569,422
 19.07.2023 17:15:00; 19.07.2023 17:30:00;0;24569,422
 19.07.2023 17:30:00; 19.07.2023 17:45:00;0;24569,422
 19.07.2023 17:45:00; 19.07.2023 18:00:00;0;24569,422
 19.07.2023 18:00:00; 19.07.2023 18:15:00;0;24569,422
 19.07.2023 18:15:00; 19.07.2023 18:30:00;0;24569,422
 19.07.2023 18:30:00; 19.07.2023 18:45:00;0;24569,422
 19.07.2023 18:45:00; 19.07.2023 19:00:00;0;24569,422
 19.07.2023 19:00:00; 19.07.2023 19:15:00;0;24569,422
 19.07.2023 19:15:00; 19.07.2023 19:30:00;0;24569,422
 19.07.2023 19:30:00; 19.07.2023 19:45:00;0;24569,422
 19.07.2023 19:45:00; 19.07.2023 20:00:00;0,035;24569,457
 19.07.2023 20:00:00; 19.07.2023 20:15:00;0,033;24569,49
 19.07.2023 20:15:00; 19.07.2023 20:30:00;0,043;24569,533
 19.07.2023 20:30:00; 19.07.2023 20:45:00;0,055;24569,588
 19.07.2023 20:45:00; 19.07.2023 21:00:00;0,064;24569,652
 19.07.2023 21:00:00; 19.07.2023 21:15:00;0,089;24569,741
 19.07.2023 21:15:00; 19.07.2023 21:30:00;0,082;24569,823
 19.07.2023 21:30:00; 19.07.2023 21:45:00;0,074;24569,897
 19.07.2023 21:45:00; 19.07.2023 22:00:00;0,077;24569,974
 19.07.2023 22:00:00; 19.07.2023 22:15:00;0,091;24570,065
 19.07.2023 22:15:00; 19.07.2023 22:30:00;0,094;24570,159
 19.07.2023 22:30:00; 19.07.2023 22:45:00;0,079;24570,238
 19.07.2023 22:45:00; 19.07.2023 23:00:00;0,074;24570,312
 19.07.2023 23:00:00; 19.07.2023 23:15:00;0,084;24570,396
 19.07.2023 23:15:00; 19.07.2023 23:30:00;0,097;24570,493
 19.07.2023 23:30:00; 19.07.2023 23:45:00;0,063;24570,556
 19.07.2023 23:45:00; 20.07.2023 00:00:00;0,059;24570,615
 20.07.2023 00:00:00; 20.07.2023 00:15:00;0,055;24570,67
 20.07.2023 00:15:00; 20.07.2023 00:30:00;0,079;24570,749
 20.07.2023 00:30:00; 20.07.2023 00:45:00;0,064;24570,813
 20.07.2023 00:45:00; 20.07.2023 01:00:00;0,057;24570,87
 20.07.2023 01:00:00; 20.07.2023 01:15:00;0,054;24570,924
 20.07.2023 01:15:00; 20.07.2023 01:30:00;0,07;24570,994
 20.07.2023 01:30:00; 20.07.2023 01:45:00;0,08;24571,074
 20.07.2023 01:45:00; 20.07.2023 02:00:00;0,071;24571,145
 20.07.2023 02:00:00; 20.07.2023 02:15:00;0,083;24571,228
 20.07.2023 02:15:00; 20.07.2023 02:30:00;0,097;24571,325
 20.07.2023 02:30:00; 20.07.2023 02:45:00;0,083;24571,408
 20.07.2023 02:45:00; 20.07.2023 03:00:00;0,071;24571,479
 20.07.2023 03:00:00; 20.07.2023 03:15:00;0,076;24571,555
 20.07.2023 03:15:00; 20.07.2023 03:30:00;0,083;24571,638
 20.07.2023 03:30:00; 20.07.2023 03:45:00;0,093;24571,731
 20.07.2023 03:45:00; 20.07.2023 04:00:00;0,079;24571,81
 20.07.2023 04:00:00; 20.07.2023 04:15:00;0,071;24571,881
 20.07.2023 04:15:00; 20.07.2023 04:30:00;0,074;24571,955
 20.07.2023 04:30:00; 20.07.2023 04:45:00;0,078;24572,033
 20.07.2023 04:45:00; 20.07.2023 05:00:00;0,078;24572,111
 20.07.2023 05:00:00; 20.07.2023 05:15:00;0,055;24572,166
 20.07.2023 05:15:00; 20.07.2023 05:30:00;0,059;24572,225
 20.07.2023 05:30:00; 20.07.2023 05:45:00;0,049;24572,274
 20.07.2023 05:45:00; 20.07.2023 06:00:00;0,061;24572,335
 20.07.2023 06:00:00; 20.07.2023 06:15:00;0,02;24572,355
 20.07.2023 06:15:00; 20.07.2023 06:30:00;0,01;24572,365
 20.07.2023 06:30:00; 20.07.2023 06:45:00;0,001;24572,366
 20.07.2023 06:45:00; 20.07.2023 07:00:00;0,026;24572,392
 20.07.2023 07:00:00; 20.07.2023 07:15:00;0,001;24572,393
 20.07.2023 07:15:00; 20.07.2023 07:30:00;0;24572,393
 20.07.2023 07:30:00; 20.07.2023 07:45:00;0,001;24572,394
 20.07.2023 07:45:00; 20.07.2023 08:00:00;0;24572,394
 20.07.2023 08:00:00; 20.07.2023 08:15:00;0;24572,394
 20.07.2023 08:15:00; 20.07.2023 08:30:00;0,012;24572,406
 20.07.2023 08:30:00; 20.07.2023 08:45:00;0;24572,406
 20.07.2023 08:45:00; 20.07.2023 09:00:00;0;24572,406
 20.07.2023 09:00:00; 20.07.2023 09:15:00;0,003;24572,409
 20.07.2023 09:15:00; 20.07.2023 09:30:00;0;24572,409
 20.07.2023 09:30:00; 20.07.2023 09:45:00;0,006;24572,415
 20.07.2023 09:45:00; 20.07.2023 10:00:00;0;24572,415
 20.07.2023 10:00:00; 20.07.2023 10:15:00;0;24572,415
 20.07.2023 10:15:00; 20.07.2023 10:30:00;0;24572,415
 20.07.2023 10:30:00; 20.07.2023 10:45:00;0;24572,415
 20.07.2023 10:45:00; 20.07.2023 11:00:00;0;24572,415
 20.07.2023 11:00:00; 20.07.2023 11:15:00;0;24572,415
 20.07.2023 11:15:00; 20.07.2023 11:30:00;0;24572,415
 20.07.2023 11:30:00; 20.07.2023 11:45:00;0,115;24572,53
 20.07.2023 11:45:00; 20.07.2023 12:00:00;0,087;24572,617
 20.07.2023 12:00:00; 20.07.2023 12:15:00;0;24572,617
 20.07.2023 12:15:00; 20.07.2023 12:30:00;0,003;24572,62
 20.07.2023 12:30:00; 20.07.2023 12:45:00;0,01;24572,63
 20.07.2023 12:45:00; 20.07.2023 13:00:00;0;24572,63
 20.07.2023 13:00:00; 20.07.2023 13:15:00;0;24572,63
 20.07.2023 13:15:00; 20.07.2023 13:30:00;0,007;24572,637
 20.07.2023 13:30:00; 20.07.2023 13:45:00;0;24572,637
 20.07.2023 13:45:00; 20.07.2023 14:00:00;0;24572,637
 20.07.2023 14:00:00; 20.07.2023 14:15:00;0;24572,637
 20.07.2023 14:15:00; 20.07.2023 14:30:00;0;24572,637
 20.07.2023 14:30:00; 20.07.2023 14:45:00;0,01;24572,647
 20.07.2023 14:45:00; 20.07.2023 15:00:00;0,025;24572,672
 20.07.2023 15:00:00; 20.07.2023 15:15:00;0,064;24572,736
 20.07.2023 15:15:00; 20.07.2023 15:30:00;0,021;24572,757
 20.07.2023 15:30:00; 20.07.2023 15:45:00;0,115;24572,872
 20.07.2023 15:45:00; 20.07.2023 16:00:00;0,055;24572,927
 20.07.2023 16:00:00; 20.07.2023 16:15:00;0;24572,927
 20.07.2023 16:15:00; 20.07.2023 16:30:00;0,001;24572,928
 20.07.2023 16:30:00; 20.07.2023 16:45:00;0,17;24573,098
 20.07.2023 16:45:00; 20.07.2023 17:00:00;0;24573,098
 20.07.2023 17:00:00; 20.07.2023 17:15:00;0,571;24573,669
 20.07.2023 17:15:00; 20.07.2023 17:30:00;0,162;24573,831
 20.07.2023 17:30:00; 20.07.2023 17:45:00;0,004;24573,835
 20.07.2023 17:45:00; 20.07.2023 18:00:00;0,933;24574,768
 20.07.2023 18:00:00; 20.07.2023 18:15:00;2,181;24576,949
 20.07.2023 18:15:00; 20.07.2023 18:30:00;1,849;24578,798
 20.07.2023 18:30:00; 20.07.2023 18:45:00;0,05;24578,848
 20.07.2023 18:45:00; 20.07.2023 19:00:00;0;24578,848
 20.07.2023 19:00:00; 20.07.2023 19:15:00;0;24578,848
 20.07.2023 19:15:00; 20.07.2023 19:30:00;0;24578,848
 20.07.2023 19:30:00; 20.07.2023 19:45:00;0;24578,848
 20.07.2023 19:45:00; 20.07.2023 20:00:00;0,002;24578,85
 20.07.2023 20:00:00; 20.07.2023 20:15:00;0,027;24578,877
 20.07.2023 20:15:00; 20.07.2023 20:30:00;0,089;24578,966
 20.07.2023 20:30:00; 20.07.2023 20:45:00;0,062;24579,028
 20.07.2023 20:45:00; 20.07.2023 21:00:00;0,083;24579,111
 20.07.2023 21:00:00; 20.07.2023 21:15:00;0,088;24579,199
 20.07.2023 21:15:00; 20.07.2023 21:30:00;0,129;24579,328
 20.07.2023 21:30:00; 20.07.2023 21:45:00;0,109;24579,437
 20.07.2023 21:45:00; 20.07.2023 22:00:00;0,092;24579,529
 20.07.2023 22:00:00; 20.07.2023 22:15:00;0,074;24579,603
 20.07.2023 22:15:00; 20.07.2023 22:30:00;0,147;24579,75
 20.07.2023 22:30:00; 20.07.2023 22:45:00;0,177;24579,927
 20.07.2023 22:45:00; 20.07.2023 23:00:00;0,167;24580,094
 20.07.2023 23:00:00; 20.07.2023 23:15:00;0,14;24580,234
 20.07.2023 23:15:00; 20.07.2023 23:30:00;0,065;24580,299
 20.07.2023 23:30:00; 20.07.2023 23:45:00;0,077;24580,376
 20.07.2023 23:45:00; 21.07.2023 00:00:00;0,074;24580,45
