PLZ Ort, Adresse [Zählpunktnummer];;;PLZ Ort, Adresse [Zählpunktnummer];;
Zählpunktnummer;;;Zählpunktnummer;;
Strom - Wirkenergie (kWh);;;Strom - Wirkenergie (kWh);;
kWh;;;kWh;;
DATE_FROM;DATE_TO;VALUE;DATE_FROM;DATE_TO;VALUE
;;;22.07.2023 00:15;22.07.2023 00:29;0,049
;;;22.07.2023 00:30;22.07.2023 00:44;0,046
;;;22.07.2023 00:45;22.07.2023 00:59;0,046
;;;22.07.2023 01:00;22.07.2023 01:14;0,052
;;;22.07.2023 01:15;22.07.2023 01:29;0,05
;;;22.07.2023 01:30;22.07.2023 01:44;0,067
;;;22.07.2023 01:45;22.07.2023 01:59;0,074
;;;22.07.2023 02:00;22.07.2023 02:14;0,047
;;;22.07.2023 02:15;22.07.2023 02:29;0,052
;;;22.07.2023 02:30;22.07.2023 02:44;0,059
;;;22.07.2023 02:45;22.07.2023 02:59;0,048
;;;22.07.2023 03:00;22.07.2023 03:14;0,056
;;;22.07.2023 03:15;22.07.2023 03:29;0,051
;;;22.07.2023 03:30;22.07.2023 03:44;0,044
;;;22.07.2023 03:45;22.07.2023 03:59;0,076
;;;22.07.2023 04:00;22.07.2023 04:14;0,045
;;;22.07.2023 04:15;22.07.2023 04:29;0,046
;;;22.07.2023 04:30;22.07.2023 04:44;0,043
;;;22.07.2023 04:45;22.07.2023 04:59;0,05
;;;22.07.2023 05:00;22.07.2023 05:14;0,042
;;;22.07.2023 05:15;22.07.2023 05:29;0,052
;;;22.07.2023 05:30;22.07.2023 05:44;0,045
;;;22.07.2023 05:45;22.07.2023 05:59;0,039
;;;22.07.2023 06:00;22.07.2023 06:14;0,038
;;;22.07.2023 06:15;22.07.2023 06:29;0,05
;;;22.07.2023 06:30;22.07.2023 06:44;0,082
;;;22.07.2023 06:45;22.07.2023 06:59;0,123
;;;22.07.2023 07:00;22.07.2023 07:14;0,14
;;;22.07.2023 07:15;22.07.2023 07:29;0,124
;;;22.07.2023 07:30;22.07.2023 07:44;0,017
;;;22.07.2023 07:45;22.07.2023 07:59;0,014
;;;22.07.2023 08:00;22.07.2023 08:14;0,001
;;;22.07.2023 08:15;22.07.2023 08:29;0
;;;22.07.2023 08:30;22.07.2023 08:44;0,001
;;;22.07.2023 08:45;22.07.2023 08:59;0
;;;22.07.2023 09:00;22.07.2023 09:14;0
;;;22.07.2023 09:15;22.07.2023 09:29;0,001
;;;22.07.2023 09:30;22.07.2023 09:44;0,002
;;;22.07.2023 09:45;22.07.2023 09:59;0,029
;;;22.07.2023 10:00;22.07.2023 10:14;0,001
;;;22.07.2023 10:15;22.07.2023 10:29;0
;;;22.07.2023 10:30;22.07.2023 10:44;0,147
;;;22.07.2023 10:45;22.07.2023 10:59;0,116
;;;22.07.2023 11:00;22.07.2023 11:14;0,001
;;;22.07.2023 11:15;22.07.2023 11:29;0,002
;;;22.07.2023 11:30;22.07.2023 11:44;0,016
;;;22.07.2023 11:45;22.07.2023 11:59;0,023
;;;22.07.2023 12:00;22.07.2023 12:14;0,246
;;;22.07.2023 12:15;22.07.2023 12:29;0,085
;;;22.07.2023 12:30;22.07.2023 12:44;0,003
;;;22.07.2023 12:45;22.07.2023 12:59;0,002
;;;22.07.2023 13:00;22.07.2023 13:14;0,34
;;;22.07.2023 13:15;22.07.2023 13:29;0,45
;;;22.07.2023 13:30;22.07.2023 13:44;0,079
;;;22.07.2023 13:45;22.07.2023 13:59;0,167
;;;22.07.2023 14:00;22.07.2023 14:14;0,002
;;;22.07.2023 14:15;22.07.2023 14:29;0,002
;;;22.07.2023 14:30;22.07.2023 14:44;0,004
;;;22.07.2023 14:45;22.07.2023 14:59;0,001
;;;22.07.2023 15:00;22.07.2023 15:14;0,012
;;;22.07.2023 15:15;22.07.2023 15:29;0,001
;;;22.07.2023 15:30;22.07.2023 15:44;0,008
;;;22.07.2023 15:45;22.07.2023 15:59;0,009
;;;22.07.2023 16:00;22.07.2023 16:14;0,008
;;;22.07.2023 16:15;22.07.2023 16:29;0,011
;;;22.07.2023 16:30;22.07.2023 16:44;0,306
;;;22.07.2023 16:45;22.07.2023 16:59;0,423
;;;22.07.2023 17:00;22.07.2023 17:14;0,137
;;;22.07.2023 17:15;22.07.2023 17:29;0,005
;;;22.07.2023 17:30;22.07.2023 17:44;0,011
;;;22.07.2023 17:45;22.07.2023 17:59;0,096
;;;22.07.2023 18:00;22.07.2023 18:14;0,364
;;;22.07.2023 18:15;22.07.2023 18:29;0,148
;;;22.07.2023 18:30;22.07.2023 18:44;0,324
;;;22.07.2023 18:45;22.07.2023 18:59;0,344
;;;22.07.2023 19:00;22.07.2023 19:14;0,177
;;;22.07.2023 19:15;22.07.2023 19:29;0,004
;;;22.07.2023 19:30;22.07.2023 19:44;0
;;;22.07.2023 19:45;22.07.2023 19:59;0,02
;;;22.07.2023 20:00;22.07.2023 20:14;0
;;;22.07.2023 20:15;22.07.2023 20:29;0,023
;;;22.07.2023 20:30;22.07.2023 20:44;0
;;;22.07.2023 20:45;22.07.2023 20:59;0,009
;;;22.07.2023 21:00;22.07.2023 21:14;0
;;;22.07.2023 21:15;22.07.2023 21:29;0,001
;;;22.07.2023 21:30;22.07.2023 21:44;0,005
;;;22.07.2023 21:45;22.07.2023 21:59;0,004
;;;22.07.2023 22:00;22.07.2023 22:14;0,004
;;;22.07.2023 22:15;22.07.2023 22:29;0,002
;;;22.07.2023 22:30;22.07.2023 22:44;0,006
;;;22.07.2023 22:45;22.07.2023 22:59;0
;;;22.07.2023 23:00;22.07.2023 23:14;0,005
;;;22.07.2023 23:15;22.07.2023 23:29;0,006
;;;22.07.2023 23:30;22.07.2023 23:44;0,001
;;;22.07.2023 23:45;22.07.2023 23:59;0,004
;;;23.07.2023 00:00;23.07.2023 00:14;0
;;;23.07.2023 00:15;23.07.2023 00:29;0,006
;;;23.07.2023 00:30;23.07.2023 00:44;0
;;;23.07.2023 00:45;23.07.2023 00:59;0,005
;;;23.07.2023 01:00;23.07.2023 01:14;0,003
;;;23.07.2023 01:15;23.07.2023 01:29;0,006
;;;23.07.2023 01:30;23.07.2023 01:44;0,002
;;;23.07.2023 01:45;23.07.2023 01:59;0,005
;;;23.07.2023 02:00;23.07.2023 02:14;0,002
;;;23.07.2023 02:15;23.07.2023 02:29;0,006
;;;23.07.2023 02:30;23.07.2023 02:44;0,003
;;;23.07.2023 02:45;23.07.2023 02:59;0,004
;;;23.07.2023 03:00;23.07.2023 03:14;0,002
;;;23.07.2023 03:15;23.07.2023 03:29;0,005
;;;23.07.2023 03:30;23.07.2023 03:44;0,008
;;;23.07.2023 03:45;23.07.2023 03:59;0,011
;;;23.07.2023 04:00;23.07.2023 04:14;0,001
;;;23.07.2023 04:15;23.07.2023 04:29;0,003
;;;23.07.2023 04:30;23.07.2023 04:44;0,007
;;;23.07.2023 04:45;23.07.2023 04:59;0,003
;;;23.07.2023 05:00;23.07.2023 05:14;0,002
;;;23.07.2023 05:15;23.07.2023 05:29;0,002
;;;23.07.2023 05:30;23.07.2023 05:44;0,004
;;;23.07.2023 05:45;23.07.2023 05:59;0,008
;;;23.07.2023 06:00;23.07.2023 06:14;0,003
;;;23.07.2023 06:15;23.07.2023 06:29;0,005
;;;23.07.2023 06:30;23.07.2023 06:44;0,003
;;;23.07.2023 06:45;23.07.2023 06:59;0,004
;;;23.07.2023 07:00;23.07.2023 07:14;0,003
;;;23.07.2023 07:15;23.07.2023 07:29;0,005
;;;23.07.2023 07:30;23.07.2023 07:44;0,004
;;;23.07.2023 07:45;23.07.2023 07:59;0,005
;;;23.07.2023 08:00;23.07.2023 08:14;0,079
;;;23.07.2023 08:15;23.07.2023 08:29;0,013
;;;23.07.2023 08:30;23.07.2023 08:44;0,01
;;;23.07.2023 08:45;23.07.2023 08:59;0,018
;;;23.07.2023 09:00;23.07.2023 09:14;0,021
;;;23.07.2023 09:15;23.07.2023 09:29;0,012
;;;23.07.2023 09:30;23.07.2023 09:44;0
;;;23.07.2023 09:45;23.07.2023 09:59;0,001
;;;23.07.2023 10:00;23.07.2023 10:14;0
;;;23.07.2023 10:15;23.07.2023 10:29;0,002
;;;23.07.2023 10:30;23.07.2023 10:44;0,003
;;;23.07.2023 10:45;23.07.2023 10:59;0
;;;23.07.2023 11:00;23.07.2023 11:14;0,002
;;;23.07.2023 11:15;23.07.2023 11:29;0,002
;;;23.07.2023 11:30;23.07.2023 11:44;0,005
;;;23.07.2023 11:45;23.07.2023 11:59;0,004
;;;23.07.2023 12:00;23.07.2023 12:14;0,004
;;;23.07.2023 12:15;23.07.2023 12:29;0,003
;;;23.07.2023 12:30;23.07.2023 12:44;0,003
;;;23.07.2023 12:45;23.07.2023 12:59;0,005
;;;23.07.2023 13:00;23.07.2023 13:14;0,034
;;;23.07.2023 13:15;23.07.2023 13:29;0,172
;;;23.07.2023 13:30;23.07.2023 13:44;0,001
;;;23.07.2023 13:45;23.07.2023 13:59;0,004
;;;23.07.2023 14:00;23.07.2023 14:14;0,001
;;;23.07.2023 14:15;23.07.2023 14:29;0,007
;;;23.07.2023 14:30;23.07.2023 14:44;0,005
;;;23.07.2023 14:45;23.07.2023 14:59;0,005
;;;23.07.2023 15:00;23.07.2023 15:14;0
;;;23.07.2023 15:15;23.07.2023 15:29;0,001
;;;23.07.2023 15:30;23.07.2023 15:44;0,003
;;;23.07.2023 15:45;23.07.2023 15:59;0,003
;;;23.07.2023 16:00;23.07.2023 16:14;0,004
;;;23.07.2023 16:15;23.07.2023 16:29;0,002
;;;23.07.2023 16:30;23.07.2023 16:44;0,001
;;;23.07.2023 16:45;23.07.2023 16:59;0,002
;;;23.07.2023 17:00;23.07.2023 17:14;0,002
;;;23.07.2023 17:15;23.07.2023 17:29;0,004
;;;23.07.2023 17:30;23.07.2023 17:44;0,002
;;;23.07.2023 17:45;23.07.2023 17:59;0,232
;;;23.07.2023 18:00;23.07.2023 18:14;0,217
;;;23.07.2023 18:15;23.07.2023 18:29;0,148
;;;23.07.2023 18:30;23.07.2023 18:44;0,31
;;;23.07.2023 18:45;23.07.2023 18:59;0,208
;;;23.07.2023 19:00;23.07.2023 19:14;0,097
;;;23.07.2023 19:15;23.07.2023 19:29;0,002
;;;23.07.2023 19:30;23.07.2023 19:44;0
;;;23.07.2023 19:45;23.07.2023 19:59;0,1
;;;23.07.2023 20:00;23.07.2023 20:14;0,273
;;;23.07.2023 20:15;23.07.2023 20:29;0,002
;;;23.07.2023 20:30;23.07.2023 20:44;0,001
;;;23.07.2023 20:45;23.07.2023 20:59;0,005
;;;23.07.2023 21:00;23.07.2023 21:14;0,009
;;;23.07.2023 21:15;23.07.2023 21:29;0,003
;;;23.07.2023 21:30;23.07.2023 21:44;0,091
;;;23.07.2023 21:45;23.07.2023 21:59;0,028
;;;23.07.2023 22:00;23.07.2023 22:14;0
;;;23.07.2023 22:15;23.07.2023 22:29;0,001
;;;23.07.2023 22:30;23.07.2023 22:44;0,004
;;;23.07.2023 22:45;23.07.2023 22:59;0,007
;;;23.07.2023 23:00;23.07.2023 23:14;0,002
;;;23.07.2023 23:15;23.07.2023 23:29;0,003
;;;23.07.2023 23:30;23.07.2023 23:44;0,003
;;;23.07.2023 23:45;23.07.2023 23:59;0,001
;;;24.07.2023 00:00;24.07.2023 00:14;0
;;;24.07.2023 00:15;24.07.2023 00:29;0,004
;;;24.07.2023 00:30;24.07.2023 00:44;0,002
;;;24.07.2023 00:45;24.07.2023 00:59;0,004
;;;24.07.2023 01:00;24.07.2023 01:14;0,002
;;;24.07.2023 01:15;24.07.2023 01:29;0,003
;;;24.07.2023 01:30;24.07.2023 01:44;0,003
;;;24.07.2023 01:45;24.07.2023 01:59;0
;;;24.07.2023 02:00;24.07.2023 02:14;0,004
;;;24.07.2023 02:15;24.07.2023 02:29;0,005
;;;24.07.2023 02:30;24.07.2023 02:44;0,005
;;;24.07.2023 02:45;24.07.2023 02:59;0,007
;;;24.07.2023 03:00;24.07.2023 03:14;0,002
;;;24.07.2023 03:15;24.07.2023 03:29;0,005
;;;24.07.2023 03:30;24.07.2023 03:44;0,005
;;;24.07.2023 03:45;24.07.2023 03:59;0,012
;;;24.07.2023 04:00;24.07.2023 04:14;0,006
;;;24.07.2023 04:15;24.07.2023 04:29;0,004
;;;24.07.2023 04:30;24.07.2023 04:44;0,005
;;;24.07.2023 04:45;24.07.2023 04:59;0,002
;;;24.07.2023 05:00;24.07.2023 05:14;0,005
;;;24.07.2023 05:15;24.07.2023 05:29;0,003
;;;24.07.2023 05:30;24.07.2023 05:44;0,001
;;;24.07.2023 05:45;24.07.2023 05:59;0,002
;;;24.07.2023 06:00;24.07.2023 06:14;0,003
;;;24.07.2023 06:15;24.07.2023 06:29;0,003
;;;24.07.2023 06:30;24.07.2023 06:44;0,007
;;;24.07.2023 06:45;24.07.2023 06:59;0,086
;;;24.07.2023 07:00;24.07.2023 07:14;0,008
;;;24.07.2023 07:15;24.07.2023 07:29;0
;;;24.07.2023 07:30;24.07.2023 07:44;0,004
;;;24.07.2023 07:45;24.07.2023 07:59;0,005
;;;24.07.2023 08:00;24.07.2023 08:14;0
;;;24.07.2023 08:15;24.07.2023 08:29;0
;;;24.07.2023 08:30;24.07.2023 08:44;0,003
;;;24.07.2023 08:45;24.07.2023 08:59;0,005
;;;24.07.2023 09:00;24.07.2023 09:14;0,002
;;;24.07.2023 09:15;24.07.2023 09:29;0,026
;;;24.07.2023 09:30;24.07.2023 09:44;0,031
;;;24.07.2023 09:45;24.07.2023 09:59;0
;;;24.07.2023 10:00;24.07.2023 10:14;0,023
;;;24.07.2023 10:15;24.07.2023 10:29;0,002
;;;24.07.2023 10:30;24.07.2023 10:44;0
;;;24.07.2023 10:45;24.07.2023 10:59;0,137
;;;24.07.2023 11:00;24.07.2023 11:14;0,366
;;;24.07.2023 11:15;24.07.2023 11:29;0,063
;;;24.07.2023 11:30;24.07.2023 11:44;0,007
;;;24.07.2023 11:45;24.07.2023 11:59;0
;;;24.07.2023 12:00;24.07.2023 12:14;0,004
;;;24.07.2023 12:15;24.07.2023 12:29;0,081
;;;24.07.2023 12:30;24.07.2023 12:44;0,024
;;;24.07.2023 12:45;24.07.2023 12:59;0,001
;;;24.07.2023 13:00;24.07.2023 13:14;0,219
;;;24.07.2023 13:15;24.07.2023 13:29;0,534
;;;24.07.2023 13:30;24.07.2023 13:44;0,364
;;;24.07.2023 13:45;24.07.2023 13:59;0,006
;;;24.07.2023 14:00;24.07.2023 14:14;0,001
;;;24.07.2023 14:15;24.07.2023 14:29;0
;;;24.07.2023 14:30;24.07.2023 14:44;0
;;;24.07.2023 14:45;24.07.2023 14:59;0,001
;;;24.07.2023 15:00;24.07.2023 15:14;0,001
;;;24.07.2023 15:15;24.07.2023 15:29;0
;;;24.07.2023 15:30;24.07.2023 15:44;0,003
;;;24.07.2023 15:45;24.07.2023 15:59;0,043
;;;24.07.2023 16:00;24.07.2023 16:14;0
;;;24.07.2023 16:15;24.07.2023 16:29;0
;;;24.07.2023 16:30;24.07.2023 16:44;0,017
;;;24.07.2023 16:45;24.07.2023 16:59;0,034
;;;24.07.2023 17:00;24.07.2023 17:14;0,085
;;;24.07.2023 17:15;24.07.2023 17:29;0,038
;;;24.07.2023 17:30;24.07.2023 17:44;0,054
;;;24.07.2023 17:45;24.07.2023 17:59;0
;;;24.07.2023 18:00;24.07.2023 18:14;0,182
;;;24.07.2023 18:15;24.07.2023 18:29;0,234
;;;24.07.2023 18:30;24.07.2023 18:44;0,088
;;;24.07.2023 18:45;24.07.2023 18:59;0,103
;;;24.07.2023 19:00;24.07.2023 19:14;0,099
;;;24.07.2023 19:15;24.07.2023 19:29;0,086
;;;24.07.2023 19:30;24.07.2023 19:44;0,069
;;;24.07.2023 19:45;24.07.2023 19:59;0,059
;;;24.07.2023 20:00;24.07.2023 20:14;0,059
;;;24.07.2023 20:15;24.07.2023 20:29;0,05
;;;24.07.2023 20:30;24.07.2023 20:44;0,043
;;;24.07.2023 20:45;24.07.2023 20:59;0,067
;;;24.07.2023 21:00;24.07.2023 21:14;0,058
;;;24.07.2023 21:15;24.07.2023 21:29;0,067
;;;24.07.2023 21:30;24.07.2023 21:44;0,053
;;;24.07.2023 21:45;24.07.2023 21:59;0,065
;;;24.07.2023 22:00;24.07.2023 22:14;0,051
;;;24.07.2023 22:15;24.07.2023 22:29;0,056
;;;24.07.2023 22:30;24.07.2023 22:44;0,06
;;;24.07.2023 22:45;24.07.2023 22:59;0,079
;;;24.07.2023 23:00;24.07.2023 23:14;0,048
;;;24.07.2023 23:15;24.07.2023 23:29;0,054
;;;24.07.2023 23:30;24.07.2023 23:44;0,045
;;;24.07.2023 23:45;24.07.2023 23:59;0,043
;;;25.07.2023 00:00;25.07.2023 00:14;0,037
;;;25.07.2023 00:15;25.07.2023 00:29;0,048
;;;25.07.2023 00:30;25.07.2023 00:44;0,045
;;;25.07.2023 00:45;25.07.2023 00:59;0,047
;;;25.07.2023 01:00;25.07.2023 01:14;0,045
;;;25.07.2023 01:15;25.07.2023 01:29;0,042
;;;25.07.2023 01:30;25.07.2023 01:44;0,038
;;;25.07.2023 01:45;25.07.2023 01:59;0,039
;;;25.07.2023 02:00;25.07.2023 02:14;0,047
;;;25.07.2023 02:15;25.07.2023 02:29;0,04
;;;25.07.2023 02:30;25.07.2023 02:44;0,044
;;;25.07.2023 02:45;25.07.2023 02:59;0,042
;;;25.07.2023 03:00;25.07.2023 03:14;0,039
;;;25.07.2023 03:15;25.07.2023 03:29;0,033
;;;25.07.2023 03:30;25.07.2023 03:44;0,047
;;;25.07.2023 03:45;25.07.2023 03:59;0,088
;;;25.07.2023 04:00;25.07.2023 04:14;0,061
;;;25.07.2023 04:15;25.07.2023 04:29;0,04
;;;25.07.2023 04:30;25.07.2023 04:44;0,044
;;;25.07.2023 04:45;25.07.2023 04:59;0,034
;;;25.07.2023 05:00;25.07.2023 05:14;0,05
;;;25.07.2023 05:15;25.07.2023 05:29;0,042
;;;25.07.2023 05:30;25.07.2023 05:44;0,052
;;;25.07.2023 05:45;25.07.2023 05:59;0,038
;;;25.07.2023 06:00;25.07.2023 06:14;0,046
;;;25.07.2023 06:15;25.07.2023 06:29;0,039
;;;25.07.2023 06:30;25.07.2023 06:44;0,065
;;;25.07.2023 06:45;25.07.2023 06:59;0,125
;;;25.07.2023 07:00;25.07.2023 07:14;0,1
;;;25.07.2023 07:15;25.07.2023 07:29;0,085
;;;25.07.2023 07:30;25.07.2023 07:44;0,045
;;;25.07.2023 07:45;25.07.2023 07:59;0,028
;;;25.07.2023 08:00;25.07.2023 08:14;0,041
;;;25.07.2023 08:15;25.07.2023 08:29;0,044
;;;25.07.2023 08:30;25.07.2023 08:44;0,047
;;;25.07.2023 08:45;25.07.2023 08:59;0,054
;;;25.07.2023 09:00;25.07.2023 09:14;0,029
;;;25.07.2023 09:15;25.07.2023 09:29;0,013
;;;25.07.2023 09:30;25.07.2023 09:44;0,011
;;;25.07.2023 09:45;25.07.2023 09:59;0,041
;;;25.07.2023 10:00;25.07.2023 10:14;0,051
;;;25.07.2023 10:15;25.07.2023 10:29;0,05
;;;25.07.2023 10:30;25.07.2023 10:44;0,037
;;;25.07.2023 10:45;25.07.2023 10:59;0,046
;;;25.07.2023 11:00;25.07.2023 11:14;0,026
;;;25.07.2023 11:15;25.07.2023 11:29;0,002
;;;25.07.2023 11:30;25.07.2023 11:44;0,002
;;;25.07.2023 11:45;25.07.2023 11:59;0
;;;25.07.2023 12:00;25.07.2023 12:14;0,005
;;;25.07.2023 12:15;25.07.2023 12:29;0,001
;;;25.07.2023 12:30;25.07.2023 12:44;0,002
;;;25.07.2023 12:45;25.07.2023 12:59;0
;;;25.07.2023 13:00;25.07.2023 13:14;0,047
;;;25.07.2023 13:15;25.07.2023 13:29;0,404
;;;25.07.2023 13:30;25.07.2023 13:44;0,002
;;;25.07.2023 13:45;25.07.2023 13:59;0
;;;25.07.2023 14:00;25.07.2023 14:14;0,001
;;;25.07.2023 14:15;25.07.2023 14:29;0,007
;;;25.07.2023 14:30;25.07.2023 14:44;0,008
;;;25.07.2023 14:45;25.07.2023 14:59;0,029
;;;25.07.2023 15:00;25.07.2023 15:14;0,027
;;;25.07.2023 15:15;25.07.2023 15:29;0
;;;25.07.2023 15:30;25.07.2023 15:44;0,005
;;;25.07.2023 15:45;25.07.2023 15:59;0,001
;;;25.07.2023 16:00;25.07.2023 16:14;0,059
;;;25.07.2023 16:15;25.07.2023 16:29;0,049
;;;25.07.2023 16:30;25.07.2023 16:44;0,011
;;;25.07.2023 16:45;25.07.2023 16:59;0
;;;25.07.2023 17:00;25.07.2023 17:14;0,02
;;;25.07.2023 17:15;25.07.2023 17:29;0
;;;25.07.2023 17:30;25.07.2023 17:44;0,134
;;;25.07.2023 17:45;25.07.2023 17:59;0,555
;;;25.07.2023 18:00;25.07.2023 18:14;0,464
;;;25.07.2023 18:15;25.07.2023 18:29;0,242
;;;25.07.2023 18:30;25.07.2023 18:44;0,433
;;;25.07.2023 18:45;25.07.2023 18:59;0,063
;;;25.07.2023 19:00;25.07.2023 19:14;0,149
;;;25.07.2023 19:15;25.07.2023 19:29;0,169
;;;25.07.2023 19:30;25.07.2023 19:44;0,182
;;;25.07.2023 19:45;25.07.2023 19:59;0,457
;;;25.07.2023 20:00;25.07.2023 20:14;0,415
;;;25.07.2023 20:15;25.07.2023 20:29;0,175
;;;25.07.2023 20:30;25.07.2023 20:44;0,159
;;;25.07.2023 20:45;25.07.2023 20:59;0,134
;;;25.07.2023 21:00;25.07.2023 21:14;0,119
;;;25.07.2023 21:15;25.07.2023 21:29;0,095
;;;25.07.2023 21:30;25.07.2023 21:44;0,216
;;;25.07.2023 21:45;25.07.2023 21:59;0,325
;;;25.07.2023 22:00;25.07.2023 22:14;0,136
;;;25.07.2023 22:15;25.07.2023 22:29;0,123
;;;25.07.2023 22:30;25.07.2023 22:44;0,159
;;;25.07.2023 22:45;25.07.2023 22:59;0,113
;;;25.07.2023 23:00;25.07.2023 23:14;0,089
;;;25.07.2023 23:15;25.07.2023 23:29;0,103
;;;25.07.2023 23:30;25.07.2023 23:44;0,066
;;;25.07.2023 23:45;25.07.2023 23:59;0,075
;;;26.07.2023 00:00;26.07.2023 00:14;0,082
;;;26.07.2023 00:15;26.07.2023 00:29;0,098
;;;26.07.2023 00:30;26.07.2023 00:44;0,072
;;;26.07.2023 00:45;26.07.2023 00:59;0,073
;;;26.07.2023 01:00;26.07.2023 01:14;0,086
;;;26.07.2023 01:15;26.07.2023 01:29;0,095
;;;26.07.2023 01:30;26.07.2023 01:44;0,093
;;;26.07.2023 01:45;26.07.2023 01:59;0,1
;;;26.07.2023 02:00;26.07.2023 02:14;0,085
;;;26.07.2023 02:15;26.07.2023 02:29;0,094
;;;26.07.2023 02:30;26.07.2023 02:44;0,098
;;;26.07.2023 02:45;26.07.2023 02:59;0,063
;;;26.07.2023 03:00;26.07.2023 03:14;0,087
;;;26.07.2023 03:15;26.07.2023 03:29;0,098
;;;26.07.2023 03:30;26.07.2023 03:44;0,081
;;;26.07.2023 03:45;26.07.2023 03:59;0,093
;;;26.07.2023 04:00;26.07.2023 04:14;0,076
;;;26.07.2023 04:15;26.07.2023 04:29;0,084
;;;26.07.2023 04:30;26.07.2023 04:44;0,091
;;;26.07.2023 04:45;26.07.2023 04:59;0,059
;;;26.07.2023 05:00;26.07.2023 05:14;0,074
;;;26.07.2023 05:15;26.07.2023 05:29;0,083
;;;26.07.2023 05:30;26.07.2023 05:44;0,129
;;;26.07.2023 05:45;26.07.2023 05:59;0,076
;;;26.07.2023 06:00;26.07.2023 06:14;0,077
;;;26.07.2023 06:15;26.07.2023 06:29;0,084
;;;26.07.2023 06:30;26.07.2023 06:44;0,096
;;;26.07.2023 06:45;26.07.2023 06:59;0,062
;;;26.07.2023 07:00;26.07.2023 07:14;0,194
;;;26.07.2023 07:15;26.07.2023 07:29;0,127
;;;26.07.2023 07:30;26.07.2023 07:44;0,131
;;;26.07.2023 07:45;26.07.2023 07:59;0,159
;;;26.07.2023 08:00;26.07.2023 08:14;0,208
;;;26.07.2023 08:15;26.07.2023 08:29;0,087
;;;26.07.2023 08:30;26.07.2023 08:44;0,082
;;;26.07.2023 08:45;26.07.2023 08:59;0,082
;;;26.07.2023 09:00;26.07.2023 09:14;0,041
;;;26.07.2023 09:15;26.07.2023 09:29;0,039
;;;26.07.2023 09:30;26.07.2023 09:44;0,03
;;;26.07.2023 09:45;26.07.2023 09:59;0,041
;;;26.07.2023 10:00;26.07.2023 10:14;0,047
;;;26.07.2023 10:15;26.07.2023 10:29;0,174
;;;26.07.2023 10:30;26.07.2023 10:44;0,055
;;;26.07.2023 10:45;26.07.2023 10:59;0,059
;;;26.07.2023 11:00;26.07.2023 11:14;0,123
;;;26.07.2023 11:15;26.07.2023 11:29;0,017
;;;26.07.2023 11:30;26.07.2023 11:44;0,026
;;;26.07.2023 11:45;26.07.2023 11:59;0,009
;;;26.07.2023 12:00;26.07.2023 12:14;0
;;;26.07.2023 12:15;26.07.2023 12:29;0,001
;;;26.07.2023 12:30;26.07.2023 12:44;0,002
;;;26.07.2023 12:45;26.07.2023 12:59;0
;;;26.07.2023 13:00;26.07.2023 13:14;0,241
;;;26.07.2023 13:15;26.07.2023 13:29;0,521
;;;26.07.2023 13:30;26.07.2023 13:44;0,536
;;;26.07.2023 13:45;26.07.2023 13:59;0,001
;;;26.07.2023 14:00;26.07.2023 14:14;0,015
;;;26.07.2023 14:15;26.07.2023 14:29;0,027
;;;26.07.2023 14:30;26.07.2023 14:44;0,02
;;;26.07.2023 14:45;26.07.2023 14:59;0,003
;;;26.07.2023 15:00;26.07.2023 15:14;0,006
;;;26.07.2023 15:15;26.07.2023 15:29;0,007
;;;26.07.2023 15:30;26.07.2023 15:44;0,024
;;;26.07.2023 15:45;26.07.2023 15:59;0,001
;;;26.07.2023 16:00;26.07.2023 16:14;0
;;;26.07.2023 16:15;26.07.2023 16:29;0,001
;;;26.07.2023 16:30;26.07.2023 16:44;0
;;;26.07.2023 16:45;26.07.2023 16:59;0,117
;;;26.07.2023 17:00;26.07.2023 17:14;0,039
;;;26.07.2023 17:15;26.07.2023 17:29;0,192
;;;26.07.2023 17:30;26.07.2023 17:44;0,549
;;;26.07.2023 17:45;26.07.2023 17:59;0,418
;;;26.07.2023 18:00;26.07.2023 18:14;0,648
;;;26.07.2023 18:15;26.07.2023 18:29;0,381
;;;26.07.2023 18:30;26.07.2023 18:44;0,136
;;;26.07.2023 18:45;26.07.2023 18:59;0,124
;;;26.07.2023 19:00;26.07.2023 19:14;0,137
;;;26.07.2023 19:15;26.07.2023 19:29;0,077
;;;26.07.2023 19:30;26.07.2023 19:44;0,099
;;;26.07.2023 19:45;26.07.2023 19:59;0,081
;;;26.07.2023 20:00;26.07.2023 20:14;0,121
;;;26.07.2023 20:15;26.07.2023 20:29;0,112
;;;26.07.2023 20:30;26.07.2023 20:44;0,1
;;;26.07.2023 20:45;26.07.2023 20:59;0,074
;;;26.07.2023 21:00;26.07.2023 21:14;0,089
;;;26.07.2023 21:15;26.07.2023 21:29;0,115
;;;26.07.2023 21:30;26.07.2023 21:44;0,121
;;;26.07.2023 21:45;26.07.2023 21:59;0,095
;;;26.07.2023 22:00;26.07.2023 22:14;0,087
;;;26.07.2023 22:15;26.07.2023 22:29;0,148
;;;26.07.2023 22:30;26.07.2023 22:44;0,136
;;;26.07.2023 22:45;26.07.2023 22:59;0,19
;;;26.07.2023 23:00;26.07.2023 23:14;0,405
;;;26.07.2023 23:15;26.07.2023 23:29;0,247
;;;26.07.2023 23:30;26.07.2023 23:44;0,104
;;;26.07.2023 23:45;26.07.2023 23:59;0,115
;;;27.07.2023 00:00;27.07.2023 00:14;0,093
